LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,NAME_2,ID_2,NAME_1,ID_1
32.4482,34.8079,CR/LFINF+CDM/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",0.7459555865,Ind,2243.54980175436,1312.5,2196584.9170251423,329487.7375537713,549146.2292562856,1317950.9502150854,14.036831573934204,7.447900722634767,0.6775789153211648,1.4404947481960628,3.188658128717332,Mesogi,CY000_6025,Paphos,5
32.4482,34.8079,S+SL/LFM+CDM/H:1,"Steel, low rise",7.1611736303999995,Ind,2243.54980175436,1250.0,20083062.098515585,3012459.3147773375,5020765.524628896,12049837.25910935,134.75358310976833,71.49984693729373,6.504757587083183,13.8287495826822,30.61111803568637,Mesogi,CY000_6025,Paphos,5
32.4399,34.7996,CR+PC/LFM+CDN/H:1,"Concrete frame, low rise",1.5750358722000002,Ind,2243.54980175436,1312.5,4637943.737214789,695691.5605822182,1159485.9343036972,2782766.242328873,29.637841261714254,15.7257496599418,1.4306630544648398,3.041509364880272,6.732640693095638,Mesogi,CY000_6025,Paphos,5
32.4399,34.7996,CR/LFINF+CDM/H:1,"Concrete frame with infill panels, low rise, low/moderate code",9.000204984,Ind,2243.54980175436,1312.5,26502535.64122736,3975380.3461841037,6625633.91030684,15901521.384736415,169.3590929240814,89.86142662823882,8.175217454084795,17.380053513601545,38.47223253197507,Mesogi,CY000_6025,Paphos,5
32.4399,34.7996,CR/LFINF+CDM/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",1.125025623,Ind,2243.54980175436,1312.5,3312816.95515342,496922.54327301297,828204.238788355,1987690.1730920519,21.169886615510176,11.232678328529852,1.021902181760599,2.172506689200193,4.8090290664968816,Mesogi,CY000_6025,Paphos,5
32.4399,34.7996,S+SL/LFM+CDM/H:1,"Steel, low rise",10.8002459808,Ind,2243.54980175436,1250.0,30288612.1614027,4543291.8242104035,7572153.040350675,18173167.296841614,203.2309115088977,107.83371195388659,9.810260944901756,20.85606421632185,46.16667903837006,Mesogi,CY000_6025,Paphos,5
32.5148,34.7496,CR+PC/LFM+CDN/H:1,"Concrete frame, low rise",1.9047708316000005,Ind,2243.54980175436,1312.5,5608900.790881064,841335.1186321595,1402225.197720266,3365340.474528638,0.7034495014423441,0.3732481951168034,0.033956562608874113,0.07218974646176694,0.15979816806248148,Agia Varvara Pafou,CY000_6106,Paphos,5
32.5148,34.7496,CR/LFINF+CDM/H:1,"Concrete frame with infill panels, low rise, low/moderate code",10.884404752000004,Ind,2243.54980175436,1312.5,32050861.66217751,4807629.249326627,8012715.415544378,19230516.997306507,4.0197114368133935,2.1328468292388765,0.19403750062213773,0.41251283692438256,0.9131323889284656,Agia Varvara Pafou,CY000_6106,Paphos,5
32.5148,34.7496,CR/LFINF+CDM/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",1.3605505940000002,Ind,2243.54980175436,1312.5,4006357.707772189,600953.6561658282,1001589.4269430472,2403814.624663313,0.5024639296016742,0.2666058536548595,0.024254687577767213,0.05156410461554781,0.1141415486160582,Agia Varvara Pafou,CY000_6106,Paphos,5
32.5148,34.7496,S+SL/LFM+CDM/H:1,"Steel, low rise",13.0612857024,Ind,2243.54980175436,1250.0,36629556.18534571,5494433.427801856,9157389.046336427,21977733.711207423,4.823653724176072,2.5594161950866514,0.23284500074656525,0.495015404309259,1.0957588667141585,Agia Varvara Pafou,CY000_6106,Paphos,5
