LONGITUDE,LATITUDE,TAXONOMY,MACRO_TAXONOMY,BUILDINGS,OCCUPANCY,OCCUPANCY_TYPE,AREA_PER_BUILDING_SQM,COST_PER_AREA_EUR,TOTAL_REPL_COST_EUR,COST_STRUCTURAL_EUR,COST_NONSTRUCTURAL_EUR,COST_CONTENTS_EUR,OCCUPANTS_PER_ASSET,OCCUPANTS_PER_ASSET_DAY,OCCUPANTS_PER_ASSET_NIGHT,OCCUPANTS_PER_ASSET_TRANSIT,OCCUPANTS_PER_ASSET_AVERAGE,NAME_2,ID_2,ID_1,NAME_1
5.8965,49.7862,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",6.2926,Com,Hotels,5365,3297.0,111306057.30299999,22261211.460600004,33391817.1909,55653028.6515,768.7443932634717,391.4546387268723,33.230898259796724,72.41841245079544,165.70131647915483,Redange,3,1,Diekirch
5.8965,49.7862,CR/LFINF+CDL/HBET:3-5,"Concrete frame with infill panels, mid rise, low/moderate code",26.572,Com,Offices,1524,3150.0,127561543.2,25512308.64,38268462.96,63780771.6,922.1282345645063,469.559684707296,39.8612982596372,86.86770714479746,198.76289670391017,Redange,3,1,Diekirch
5.8965,49.7862,CR/LFINF+CDL/HBET:6-,"Concrete frame with infill panels, mid rise, low/moderate code",0.6896,Com,Hotels,6438,3297.0,14637508.9056,2927501.7811200004,4391252.671680001,7318754.4528,101.09515308670315,51.47896618873936,4.370090730055459,9.523517253803238,21.790858057532688,Redange,3,1,Diekirch
5.8965,49.7862,CR/LFINF+CDL/HBET:6-,"Concrete frame with infill panels, mid rise, low/moderate code",2.912,Com,Offices,1829,3150.0,16777051.2,3355410.24,5033115.3599999985,8388525.6,121.27944062262121,61.75706779776682,5.242607019514359,11.424947784693098,26.141540867324764,Redange,3,1,Diekirch
5.8965,49.7862,CR/LWAL+CDL/HBET:3-5,"Concrete wall, mid rise, low/moderate code",1.1206,Com,Hotels,5365,3297.0,19821626.643,3964325.3286,5946487.9929,9910813.3215,136.89968647157718,69.71110004725125,5.917831196950103,12.89642961452522,29.50845361957552,Redange,3,1,Diekirch
5.8965,49.7862,CR/LWAL+CDL/HBET:3-5,"Concrete wall, mid rise, low/moderate code",10.556,Com,Offices,1524,3150.0,50675133.6,10135026.72,15202540.079999998,25337566.8,366.32491510096827,186.53740899330936,15.8353102675271,34.509089139714064,78.96060280018351,Redange,3,1,Diekirch
5.8965,49.7862,CR/LWAL+CDL/HBET:6-,"Concrete wall, mid rise, low/moderate code",0.1293,Com,Hotels,6438,3297.0,2744532.9198,548906.5839600001,823359.8759399998,1372266.4599,18.95534120375684,9.652306160388633,0.8193920118853987,1.7856594850881076,4.08578588578738,Redange,3,1,Diekirch
5.8965,49.7862,CR/LWAL+CDL/HBET:6-,"Concrete wall, mid rise, low/moderate code",0.546,Com,Offices,1829,3150.0,3145697.1,629139.42,943709.13,1572848.55,22.739895116741486,11.57945021208128,0.9829888161589424,2.1421777096299564,4.901538912623393,Redange,3,1,Diekirch
5.8965,49.7862,MUR+CB/LWAL+CDN/H:1,"Unreinforced masonry, low rise",0.0431,Com,Hotels,1073,2669.0,123431.3747,24686.274940000007,37029.412410000004,61715.68735,1.0530745113198243,0.5362392311327018,0.0455217784380777,0.09920330472711708,0.2269881047659655,Redange,3,1,Diekirch
5.8965,49.7862,MUR+CB/LWAL+CDN/H:1,"Unreinforced masonry, low rise",0.182,Com,Offices,305,2550.0,141550.5,28310.1,42465.15,70775.25,1.2640182268281668,0.6436545133378513,0.05464034790021457,0.1190749410310072,0.2724566007563577,Redange,3,1,Diekirch
5.8965,49.7862,MUR+CB/LWAL+CDN/H:1,"Unreinforced masonry, low rise",0.4638,Com,Trade,1283,1904.0,1132985.4816,226597.09631999998,339895.64448,566492.7408,13.550006693794373,6.899839558567113,0.5857329143559961,1.2764580555788578,2.9206768428339887,Redange,3,1,Diekirch
5.8965,49.7862,MUR+CB/LWAL+CDN/H:2,"Unreinforced masonry, low rise",0.2586,Com,Hotels,2146,2669.0,1481176.4964,296235.29928000004,444352.94892,740588.2482,12.636894135837894,6.43487077359242,0.5462613412569324,1.1904396567254047,2.723857257191586,Redange,3,1,Diekirch
5.8965,49.7862,MUR+CB/LWAL+CDN/H:2,"Unreinforced masonry, low rise",1.092,Com,Offices,610,2550.0,1698606.0000000002,339721.2000000001,509581.8000000001,849303.0000000001,15.168218721938002,7.723854160054215,0.6556841748025748,1.4288992923720862,3.2694792090762923,Redange,3,1,Diekirch
5.8965,49.7862,MUR+CB/LWAL+CDN/H:2,"Unreinforced masonry, low rise",0.0773,Com,Trade,2565,1904.0,377514.648,75502.9296,113254.3944,188757.324,4.514908699608023,2.2990502036535005,0.1951682158123058,0.4253202016835244,0.9731795403831102,Redange,3,1,Diekirch
5.8965,49.7862,MUR+CL/LWAL+CDN/H:1,"Unreinforced masonry, low rise",21.7655,Com,Hotels,1073,2669.0,62332844.2235,12466568.8447,18699853.26705,31166422.11175,531.8026282165114,270.80081172201443,22.988498111229237,50.09766888719414,114.6289929068126,Redange,3,1,Diekirch
5.8965,49.7862,MUR+CL/LWAL+CDN/H:1,"Unreinforced masonry, low rise",39.31200000000001,Com,Offices,305,2550.0,30574908.00000001,6114981.6000000015,9172472.400000002,15287454.000000006,273.0279369948841,139.02937488097592,11.802315146446352,25.720187262697568,58.85062576337327,Redange,3,1,Diekirch
